"","TreeID","TreeLocationID","TreeVarietyID","TreeSourceID","RootVarietyID","TreeDeath","TreeDeathDate","TreePlantDate","TreeEndDate","Transplant","TransplantedFromID","Column","Row","Latitude","Longitude","HillTop","Slope","Valley","ElevationFt","OrchardMixtureID","TreeVarietyName","Pollinator","EventType.x","ToppedDate","EventType.y","BurrCountYear2019","EventType","BurrCountYear2020"
"435",434,566,4,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"E",54,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"436",435,568,3,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"E",56,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"437",436,570,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",58,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"438",437,571,4,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"E",59,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"439",438,572,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",60,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"440",439,574,4,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",62,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"441",440,576,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",64,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"442",441,578,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",66,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"443",442,580,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"E",68,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"444",443,582,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",70,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"445",444,584,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"E",72,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"446",445,586,4,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"E",74,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"447",446,588,3,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"E",76,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"448",447,590,4,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",78,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"449",448,592,3,1,1,0,NA,2013-10-17,NA,0,NA,"E",80,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"450",449,594,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",82,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 2",2020-09-30
"451",450,596,3,1,1,0,NA,2013-10-17,NA,0,NA,"E",84,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"452",451,598,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",86,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"453",452,600,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",88,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"454",453,602,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",90,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"455",454,604,3,1,1,1,2016-09-01,2013-10-17,NA,0,NA,"E",92,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"456",455,606,4,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",94,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"457",456,608,3,1,1,1,2018-05-12,2013-10-17,NA,0,NA,"E",96,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"458",457,610,4,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",98,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"459",458,612,3,1,1,0,NA,2013-10-17,NA,0,NA,"E",100,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 3",2019-09-30,"Burr 2",2020-09-30
"460",459,614,4,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"E",102,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"461",460,616,3,1,1,0,NA,2013-10-17,NA,0,NA,"E",104,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"462",461,618,4,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"E",106,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"463",462,620,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"E",108,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"464",463,622,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",110,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"465",464,624,3,1,1,0,NA,2013-10-17,NA,0,NA,"E",112,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"466",465,626,4,1,1,1,2016-09-01,2013-10-17,NA,0,NA,"E",114,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"467",466,628,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"E",116,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"468",467,630,4,1,1,0,NA,2013-10-17,NA,0,NA,"E",118,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"469",468,641,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",1,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"470",469,642,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",2,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"471",470,643,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",3,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"472",471,644,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",4,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"473",472,645,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",5,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"474",473,646,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",6,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"475",474,647,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",7,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"476",475,648,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",8,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"477",476,649,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",9,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"478",477,650,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",10,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"479",478,651,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",11,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"480",479,652,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",12,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"481",480,653,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",13,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"482",481,654,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",14,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"483",482,655,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"F",15,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"484",483,656,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",16,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"485",484,657,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",17,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"486",485,658,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",18,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"487",486,659,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",19,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"488",487,660,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",20,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"489",488,661,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",21,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"490",489,662,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",22,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"491",490,663,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",23,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"492",491,664,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",24,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"493",492,665,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",25,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"494",493,666,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",26,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"495",494,667,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"F",27,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"496",495,668,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",28,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"497",496,669,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",29,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"498",497,670,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",30,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"499",498,671,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",31,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"500",499,672,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",32,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"501",500,673,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",33,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"502",501,674,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",34,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"503",502,675,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",35,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"504",503,676,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",36,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"505",504,677,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",37,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"506",505,678,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",38,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"507",506,679,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",39,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"508",507,680,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",40,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"509",508,681,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",41,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"510",509,682,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",42,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"511",510,683,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",43,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"512",511,684,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",44,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"513",512,685,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",45,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"514",513,686,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",46,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"515",514,687,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",47,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"516",515,688,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",48,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"517",516,689,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",49,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"518",517,690,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",50,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,NA,NA
"519",518,691,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",51,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"520",519,692,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",52,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"521",520,693,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",53,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"522",521,694,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",54,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"523",522,695,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",55,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"524",523,696,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",56,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,NA,NA
"525",524,697,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",57,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"526",525,698,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",58,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"527",526,699,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",59,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"528",527,700,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",60,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"529",528,701,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",61,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"530",529,702,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",62,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"531",530,703,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",63,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,NA,NA
"532",531,704,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",64,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"533",532,705,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",65,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"534",533,706,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",66,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"535",534,707,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",67,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"536",535,708,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",68,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"537",536,709,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",69,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"538",537,710,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",70,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"539",538,711,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",71,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"540",539,712,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",72,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"541",540,713,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",73,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"542",541,714,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",74,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"543",542,715,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",75,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"544",543,716,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",76,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"545",544,717,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",77,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"546",545,718,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",78,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"547",546,719,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",79,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"548",547,720,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",80,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"549",548,721,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",81,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"550",549,722,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",82,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"551",550,723,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",83,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"552",551,724,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",84,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"553",552,725,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",85,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"554",553,726,1,1,1,1,2016-09-01,2013-10-17,NA,0,NA,"F",86,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"555",554,727,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",87,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"556",555,728,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",88,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"557",556,729,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",89,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"558",557,730,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",90,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"559",558,731,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",91,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"560",559,732,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",92,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"561",560,733,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",93,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"562",561,734,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",94,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 0",2020-09-30
"563",562,735,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",95,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"564",563,736,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",96,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"565",564,737,1,1,1,0,NA,2013-10-17,NA,0,NA,"F",97,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"566",565,738,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"F",98,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"567",566,739,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"F",99,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"568",567,740,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",100,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"569",568,741,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",101,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"570",569,742,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",102,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"571",570,743,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"F",103,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
