"","TreeID","TreeLocationID","TreeVarietyID","TreeSourceID","RootVarietyID","TreeDeath","TreeDeathDate","TreePlantDate","TreeEndDate","Transplant","TransplantedFromID","Column","Row","Latitude","Longitude","HillTop","Slope","Valley","ElevationFt","OrchardMixtureID","TreeVarietyName","Pollinator","EventType.x","ToppedDate","EventType.y","BurrCountYear2019","EventType","BurrCountYear2020"
"1",1,1,4,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"A",1,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"2",2,3,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",3,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 3",2020-09-30
"3",3,5,4,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",5,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"4",4,7,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",7,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"5",5,9,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",9,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 3",2020-09-30
"6",6,11,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",11,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"7",7,13,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",13,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 3",2020-09-30
"8",8,15,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"A",15,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"9",9,17,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",17,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 3",2020-09-30
"10",10,19,3,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"A",19,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"11",11,21,4,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"A",21,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"12",12,23,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"A",23,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"13",13,25,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",25,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 3",2020-09-30
"14",14,27,3,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"A",27,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"15",15,29,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",29,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"16",16,31,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",31,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"17",17,33,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",33,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"18",18,35,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",35,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"19",19,37,4,1,1,1,2016-09-01,2013-10-17,NA,0,NA,"A",37,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"20",20,39,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",39,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"21",21,41,4,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"A",41,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"22",22,43,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"A",43,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"23",23,45,4,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"A",45,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"24",24,47,3,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"A",47,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"25",25,49,4,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"A",49,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"26",26,51,3,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"A",51,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"27",27,53,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",53,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 0",2019-09-30,"Burr 3",2020-09-30
"28",28,55,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",55,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"29",29,57,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",57,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"30",30,58,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",58,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 3",2020-09-30
"31",31,59,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",59,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"32",32,61,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",61,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 3",2019-09-30,"Burr 2",2020-09-30
"33",33,63,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",63,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"34",34,65,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",65,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"35",35,67,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",67,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"36",36,69,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",69,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"37",37,71,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",71,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"38",38,73,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",73,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"39",39,75,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",75,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"40",40,77,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",77,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"41",41,79,4,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",79,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"42",42,81,3,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"A",81,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"43",43,83,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",83,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"44",44,85,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",85,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"45",45,87,4,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"A",87,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"46",46,91,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",91,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 3",2019-09-30,"Burr 3",2020-09-30
"47",47,93,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",93,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 3",2020-09-30
"48",48,95,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",95,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 3",2020-09-30
"49",49,97,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",97,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"50",50,99,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",99,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 3",2020-09-30
"51",51,101,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",101,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"52",52,103,4,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",103,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"53",53,105,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",105,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"54",54,107,4,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",107,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"55",55,109,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",109,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"56",56,111,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",111,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 1",2019-09-30,"Burr 3",2020-09-30
"57",57,113,3,1,1,0,NA,2013-10-17,NA,0,NA,"A",113,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"58",58,115,4,1,1,0,NA,2013-10-17,NA,0,NA,"A",115,NA,NA,0,0,0,NA,1,"Precoce Migoule",1,NA,NA,"Burr 2",2019-09-30,"Burr 3",2020-09-30
"59",59,116,3,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"A",116,NA,NA,0,0,0,NA,1,"Labor Day",1,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"60",60,129,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",1,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"61",61,130,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",2,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"62",62,131,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",3,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"63",63,132,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",4,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"64",64,133,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",5,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 0",2020-09-30
"65",65,134,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",6,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"66",66,135,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",7,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"67",67,136,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",8,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 1",2019-09-30,"Burr 2",2020-09-30
"68",68,137,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",9,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,NA,NA
"69",69,138,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",10,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"70",70,139,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"B",11,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"71",71,140,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",12,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"72",72,141,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",13,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"73",73,142,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",14,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"74",74,143,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",15,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"75",75,144,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"B",16,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"76",76,145,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",17,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"77",77,146,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",18,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"78",78,147,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",19,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"79",79,148,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"B",20,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"80",80,149,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",21,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"81",81,150,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",22,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"82",82,151,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",23,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"83",83,152,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"B",24,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"84",84,153,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",25,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"85",85,154,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",26,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"86",86,155,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",27,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"87",87,156,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"B",28,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 1",2020-09-30
"88",88,157,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",29,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"89",89,158,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",30,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"90",90,159,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",31,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"91",91,160,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",32,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"92",92,161,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",33,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"93",93,162,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"B",34,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"94",94,163,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",35,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"95",95,164,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",36,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"96",96,165,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"B",37,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 0",2020-09-30
"97",97,166,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",38,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"98",98,167,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",39,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"99",99,168,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",40,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"100",100,169,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",41,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"101",101,170,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",42,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"102",102,171,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"B",43,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"103",103,172,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",44,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"104",104,173,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"B",45,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,NA,NA
"105",105,174,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",46,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"106",106,175,1,1,1,1,2016-05-12,2013-10-17,NA,0,NA,"B",47,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"107",107,176,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",48,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,NA,NA
"108",108,177,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",49,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"109",109,178,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",50,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"110",110,179,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",51,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"111",111,180,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",52,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"112",112,181,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",53,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"113",113,182,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",54,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"114",114,183,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",55,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"115",115,184,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",56,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"116",116,185,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",57,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,NA,NA
"117",117,186,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",58,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"118",118,187,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",59,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"119",119,188,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",60,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"120",120,189,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",61,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"121",121,190,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",62,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"122",122,191,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",63,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 1",2020-09-30
"123",123,192,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",64,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 2",2019-09-30,"Burr 2",2020-09-30
"124",124,193,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",65,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"125",125,194,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",66,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"126",126,195,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",67,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,"Burr 1",2020-09-30
"127",127,196,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",68,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"128",128,197,1,1,1,1,2019-07-01,2013-10-17,NA,0,NA,"B",69,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"129",129,198,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",70,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 3",2019-09-30,"Burr 1",2020-09-30
"130",130,199,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",71,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"131",131,200,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",72,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"132",132,201,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",73,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"133",133,202,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",74,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"134",134,203,1,1,1,1,2015-06-01,2013-10-17,NA,0,NA,"B",75,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,NA,NA
"135",135,204,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"B",76,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 1",2019-09-30,NA,NA
"136",136,205,1,1,1,0,NA,2013-10-17,NA,0,NA,"B",77,NA,NA,0,0,0,NA,1,"Colossal",0,"Topped",2019-06-19,"Burr 0",2019-09-30,"Burr 0",2020-09-30
"137",137,206,1,1,1,1,2014-06-01,2013-10-17,NA,0,NA,"B",78,NA,NA,0,0,0,NA,1,"Colossal",0,NA,NA,"Burr 0",2019-09-30,"Burr 0",2020-09-30
